ROUGE Real Authors,Prob. Real Authors,Truth Ratio Real Authors,ROUGE Real World,Prob. Real World,Truth Ratio Real World,ROUGE Retain,Prob. Retain,Truth Ratio Retain,ROUGE Forget,Prob. Forget,Truth Ratio Forget,Model Utility,Forget Quality,Method,Submitted By
0.4618333333333334,0.336995347730044,0.3983550336370446,0.8048433048433049,0.396406149017145,0.47887475043455374,0.9908227113437026,0.9910771511925655,0.4958290625187823,0.459796848590807,0.13377863237168583,0.6333377342636031,0.5133625957076933,0.584980918983971,FM_RT_BM_dp_data_on_retain90_epoch_5_lr_5e-05_phi_wd_0.01_eps_1.0,tamim
